id,category_id,is_slider,created_by,created_on,link_video,link_catalog,product_name,product_detail
15,18,1,admin,2020-04-15 06:01:02,-,https://drive.google.com/file/d/1Y-rhLt_1GrFgE2-uMwFd1uiVzD89cs5k/view?usp=sharing,VABO-80B Vacuum Bottle Tester with Battery,"VABO-80B is designed by advanced engineering technology to test circuit-breaker vacuum bottles up to 80 kV DC. VABO-80B has a fast, easy and accurate measurement features by its user-friendly software. VABO-80B is a built-in battery-powered device, which allows users to perform tests even without power supply during on-field tests.\nFEATURES\n•\tCircuit-Breaker Vacuum Bottle Interrupter Testing\n•\tAutomatic Testing\n•\t10 kV to 80 kV DC with 1 kV step voltages\n•\tHigh Accuracy (1.5 %)\n•\t100 μA, 200 μA and 300 μA leakage current preset value\n•\tBuilt-in Battery\n•\t2.25 inches Built-in Printer\n•\tInternal memory (storage up to 100 records)\n•\tExternal Memory- USB flash drive\n•\tPC Software\n•\t4.3 inches TFT touch colour Display\n•\tIP67 Protection Class (case closed)\n•\tLight-Weight"
16,15,0,admin,2020-04-15 06:02:20,-,https://drive.google.com/open?id=1x8wbRa9javExtzKLzGJW-dqVAyp4PXRm,WINRES-20 Winding Resistance Tester,"WINRES-20 is designed by advanced engineering technology to measure the winding resistance of transformers.\nWINRES-20 can measure current, voltage, power transformer winding and shunt resistors. Applying up to 20 A DC allows WINRES-20 to measure the winding resistance of transformers quick and precise.\nThe smart design of WINRES-20 makes more apparent to determine the conclusion of measurements automatically according to users’ decision. WINRES-20 can measure two resistance values concurrently by its two voltage measurement channels. Users can prefer to test two primary or two secondary or one primary and one secondary winding according to the transformer configuration.\nBeginning from 0.01 μΩ resistances, WINRES-20 can measure up to 100,000 Ω resistance. WINRES-20 discharges the measured circuit after each test. For inductive load WINRES-20 can demagnetize the load. The temperature measurement input enables one to connect an optional sensor to WINRES-20 and perform temperature correction automatically.\nWINRES-20’s intelligent software allows controlling the current flow if there is a failure on the current circuit. With this feature, WINRES-20 procures added safety to users. A 7-inch colour touch display allows WINRES-20 to show all measurement results on a single screen.\nWINRES-20 can be controlled by USB-Bluetooth (optional) interface and users can record/store measurement results. In case setting up Laptop or PC for the on-field test is difficult; users can record data to the device’s internal memory (up to 100 Test Records) or external USB flash memory.\nWith the HighTest Data Management Platform (DMP Software), users can control WINRES-20 and analyses measurement results. Operators can easily print the measurement results with the 2.28-inch built-in Printer of WINRES-20. WINRES-20 has an optional battery power feature which allows users to make tests even when there is no electricity.\nMulti-language capability and user-friendly operation menu make it easy to control WINRES-20, even by less trained staff.\nThree-Phase Adapter TPA-03 (Optional) allows connecting all primary and secondary sides concurrently, whereby users can select either to test the resistance of all phases or selective phases. With the TPA-03 option, WINRES-20 can control tap changer (raise and lower) via its tap changer outputs.\nWINRES-20 is a light, compact and rugged device with the protection of IP67.\nFEATURES\n•\t2 channels resistance measurement\n•\tMeasurements from 0.01 μΩ to 100,000 Ω\n•\t0.001 A to 20 A DC adjustable current output\n•\tHigh accuracy (0.1%)\n•\tDemagnetization feature\n•\tUser-friendly operation menu\n•\tTemperature correction (1 input, sensor optional)\n•\tBuilt-in printer (2.28-inch)\n•\tData Management Platform (DMP Software) enables to control WINRES-20 and analyses results\n•\tInternal memory, USB Flash Drive\n•\tPC control via USB cable\n•\t7-inch large colour touch display\n•\tEmergency stop\n•\tMulti-language"
17,15,0,admin,2020-04-15 06:03:27,-,https://drive.google.com/open?id=1VNvdoayhUID-uPwXEYSnjAurU7IbD_3g,WINRES-20 BLUE Winding Resistance Tester with Bluetooth,"WINRES-20 BLUE is designed by advanced engineering technology to measure the winding resistance of transformers.\nWINRES-20 BLUE can measure current, voltage, power transformer winding and shunt resistors. Applying up to 20 A DC allows WINRES-20 BLUE to measure the winding resistance of transformers quick and precise.\nThe smart design of WINRES-20 BLUE makes more apparent to determine the conclusion of measurements automatically according to users’ decision. WINRES-20 BLUE can measure two resistance values concurrently by its two voltage measurement channels. Users can prefer to test two primary or two secondary or one primary and one secondary winding according to the transformer configuration.\nBeginning from 0.01 μΩ resistances, WINRES-20 BLUE can measure up to 100,000 Ω resistance. WINRES-20 BLUE discharges the measured circuit after each test. For inductive load WINRES-20\nWINRES-20 BLUE’s intelligent software allows controlling the current flow if there is a failure on the current circuit. With this feature, WINRES-20 BLUE procures added safety to users. A 7-inch colour touch display allows WINRES-20 BLUE to show all measurement results on a single screen.\nWINRES-20 BLUE can be controlled by USB-Bluetooth interface and users can record/store measurement results. In case setting up Laptop or PC for the on-field test is difficult; users can record data to the device’s internal memory (up to 100 Test Records) or external USB flash memory.\nWith the HighTest Data Management Platform (DMP Software), users can control WINRES-20 BLUE and analyses measurement results. Operators can easily print the measurement results with the 2.28-inch built-in Printer of WINRES-20 BLUE. WINRES-20 BLUE has an optional battery power feature which allows users to make tests even when there is no electricity.\nMulti-language capability and user-friendly operation menu make it easy to control WINRES-20 BLUE, even by less trained staff.\nThree-Phase Adapter TPA-03 (Optional) allows connecting all primary and secondary sides concurrently, whereby users can select either to test the resistance of all phases or selective phases. With the TPA-03 option, WINRES-20 BLUE can control tap changer (raise and lower) via its tap changer outputs.\nWINRES-20 BLUE is a light, compact and rugged device with the protection of IP67.\nFEATURES\n•\t2 channels resistance measurement\n•\tMeasurements from 0.01 μΩ to 100,000 Ω\n•\t0.001 A to 20 A DC adjustable current output\n•\tHigh accuracy (0.1%)\n•\tDemagnetization feature\n•\tUser-friendly operation menu\n•\tTemperature correction (1 input, sensor optional)\n•\tBuilt-in printer (2.28-inch)\n•\tData Management Platform (DMP Software) enables to control WINRES-20 BLUE and analyses results\n•\tInternal memory, USB Flash Drive\n•\tPC control via USB cable\n•\tBuilt-in Bluetooth control and communication\n•\t7-inch large colour touch display\n•\tEmergency stop\n•\tMulti-language"
18,15,0,admin,2020-04-15 06:04:22,-,https://drive.google.com/open?id=1EmHLoxLP1XPgiwDLwDY8muNxCTxHT8MJ,WINRES-20B Winding Resistance Tester with Battery,"WINRES-20B is designed by advanced engineering technology to measure the winding resistance of transformers.\nWINRES-20B can measure current, voltage, power transformer winding and shunt resistors. Applying up to 20 A DC allows WINRES-20B to measure the winding resistance of transformers quick and precise.\nThe smart design of WINRES-20B makes more apparent to determine the conclusion of measurements automatically according to users’ decision. WINRES-20B can measure two resistance values concurrently by its two voltage measurement channels. Users can prefer to test two primary or two secondary or one primary and one secondary winding according to the transformer configuration.\nBeginning from 0.01 μΩ resistances, WINRES-20B can measure up to 100,000 Ω resistance. WINRES-20B discharges the measured circuit after each test. For inductive load WINRES-20B can demagnetize the load. The temperature measurement input enables one to connect an optional sensor to WINRES-20B and perform temperature correction automatically.\nWINRES-20B’s intelligent software allows controlling the current flow if there is a failure on the current circuit. With this feature, WINRES-20B procures added safety to users. A 7-inch colour touch display allows WINRES-20B to show all measurement results on a single screen.\nWINRES-20B can be controlled by USB-Bluetooth (optional) interface and users can record/store measurement results. In case setting up Laptop or PC for the on-field test is difficult; users can record data to the device’s internal memory (up to 100 Test Records) or external USB flash memory.\nWith the HighTest Data Management Platform (DMP Software), users can control WINRES-20B and analyses measurement results. Operators can easily print the measurement results with the 2.28-inch built-in Printer of WINRES-20B. WINRES-20B has battery power feature which allows users to make tests even when there is no electricity.\nMulti-language capability and user-friendly operation menu make it easy to control WINRES-20B, even by less trained staff.\nThree-Phase Adapter TPA-03 (Optional) allows connecting all primary and secondary sides concurrently, whereby users can select either to test the resistance of all phases or selective phases. With the TPA-03 option, WINRES-20B can control tap changer (raise and lower) via its tap changer outputs.\nWINRES-20B is a light, compact and rugged device with the protection of IP67.\nFEATURES\n•\t2 channels resistance measurement\n•\tMeasurements from 0.01 μΩ to 100,000 Ω\n•\t0.001 A to 20 A DC adjustable current output\n•\tHigh accuracy (0.1%)\n•\tDemagnetization feature\n•\tUser-friendly operation menu\n•\tTemperature correction (1 input, sensor optional)\n•\tBuilt-in printer (2.28-inch)\n•\tData Management Platform (DMP Software) enables to control WINRES-20B and analyses results\n•\tBattery Power\n•\tInternal memory, USB Flash Drive\n•\tPC control via USB cable\n•\t7-inch large colour touch display\n•\tEmergency stop\n•\tMulti-language"
19,15,0,admin,2020-04-15 06:05:20,-,https://drive.google.com/open?id=11Z450hKFTsm6maXL0XSS1sRk-_Xnx22Z,WINRES-20B BLUE Winding Resistance Tester with Battery and Bluetooth,"WINRES-20B BLUE is designed by advanced engineering technology to measure the winding resistance of transformers.\nWINRES-20B BLUE can measure current, voltage, power transformer winding and shunt resistors. Applying up to 20 A DC allows WINRES-20B BLUE to measure the winding resistance of transformers quick and precise.\nThe smart design of WINRES-20B BLUE makes more apparent to determine the conclusion of measurements automatically according to users’ decision. WINRES-20B BLUE can measure two resistance values concurrently by its two voltage measurement channels. Users can prefer to test two primary or two secondary or one primary and one secondary winding according to the transformer configuration.\nBeginning from 0.01 μΩ resistances, WINRES-20B BLUE can measure up to 100,000 Ω resistance. WINRES-20B BLUE discharges the measured circuit after each test. For inductive load WINRES-20B BLUE can demagnetize the load. The temperature measurement input enables one to connect an optional sensor to WINRES-20B BLUE and perform temperature correction automatically.\nWINRES-20B BLUE’s intelligent software allows controlling the current flow if there is a failure on the current circuit. With this feature, WINRES-20B BLUE procures added safety to users. A 7-inch colour touch display allows WINRES-20B BLUE to show all measurement results on a single screen.\nWINRES-20B BLUE can be controlled by USB-Bluetooth interface and users can record/store measurement results. In case setting up Laptop or PC for the on-field test is difficult; users can record data to the device’s internal memory (up to 100 Test Records) or external USB flash memory.\nWith the HighTest Data Management Platform (DMP Software), users can control WINRES-20B BLUE and analyses measurement results. Operators can easily print the measurement results with the 2.28-inch built-in Printer of WINRES-20B BLUE. WINRES-20B BLUE has battery power feature which allows users to make tests even when there is no electricity.\nMulti-language capability and user-friendly operation menu make it easy to control WINRES-20B BLUE, even by less trained staff.\nThree-Phase Adapter TPA-03 (Optional) allows connecting all primary and secondary sides concurrently, whereby users can select either to test the resistance of all phases or selective phases. With the TPA-03 option, WINRES-20B BLUE can control tap changer (raise and lower) via its tap changer outputs.\nWINRES-20B BLUE is a light, compact and rugged device with the protection of IP67.\nFEATURES\n•\t2 channels resistance measurement\n•\tMeasurements from 0.01 μΩ to 100,000 Ω\n•\t0.001 A to 20 A DC adjustable current output\n•\tHigh accuracy (0.1%)\n•\tDemagnetization feature\n•\tUser-friendly operation menu\n•\tTemperature correction (1 input, sensor optional)\n•\tBuilt-in printer (2.28-inch)\n•\tData Management Platform (DMP Software) enables to control WINRES-20B BLUE and analyses results\n•\tBattery Power\n•\tInternal memory, USB Flash Drive\n•\tPC control via USB cable\n•\tBuilt-in Bluetooth control and communication\n•\t7-inch large colour touch display\n•\tEmergency stop\n•\tMulti-language"
20,6,1,admin,2020-04-15 06:09:40,-,https://drive.google.com/open?id=1lL7Ae8qrMCS75sz1z29uexWj541X_sG_,DTE-70/50D Digital AC and DC High Voltage Potential Test,"High-voltage testing device DTE-70/50D (hipot) is designed for insulation testing of high voltage cables with rectified voltage up to 70 kV DC and non-liquid dielectrics (switchgears, arresters, insulators, dischargers, reclosers, busbars etc.) with AC voltage up to 50 kV and DC voltage up to 70 kV. The hipot tester device has digital kilovoltmeter and ammeter.\nDTE-70/50D high voltage test system, is reliable, time-tested, portable device.\n\n\nParameters\n•\tOutput voltage type:\t\t\t\tDC\t\t\tAC        \n•\tMax output voltage, kV\t\t\t\t70\t\t        50                \n•\tMax output current, mA\t\t\t\t14.5\t\t\t45                    \n•\tOutput voltage measuring range, kV\t\t0.5-70\t\t\t0.5-50            \n•\tOutput current measuring range, mA\t\t0-14.5\t\t\t0-45              \n•\tOvercurrent protection, mA, max\t\t\t16\t\t\t46                  \n•\tOvercurrent protection limit, A\t                10\t\t  \t10                   \n•\tSupply voltage\t\t\t\t\t 220V +/- 22V; 50 (60) Hz\n•\tCurrent and voltage measurement error, %\t    3 (of full reading)\n•\tControl unit weight, kg\t\t\t\t\t    11\n•\tHigh voltage unit weight, kg\t\t\t\t    44\n•\tControl unit dimensions, mm\t\t\t        315x220x365\n•\tHigh voltage unit dimensions, mm\t\t        360x285x670"
21,6,0,admin,2020-04-15 06:11:49,-,https://drive.google.com/open?id=1u5-End0IB-qsC-S7Ic6zWO59KfGubJ6l,k-540-3 Three Phase Meter,"The purpose of the meter and its field of use is the execution of electromagnetic tests of transformers of all circuits and connection groups.\nList of basic functions during single-phase and three-phase excitation of the tested transformer:\n•\tcurrent and idling loss measurement at low voltage;\n•\tshort-circuit resistance measurement;\n•\ttransformation ratio measurement;\n•\tdetermination of connection groups of three-phase transformer windings and terminal polarity of single-phase transformers;\n•\tmeasurement of DC copper resistance.\n\nDuring the measurement, the asymmetry, the unsinusoidality and the excitation voltage frequency are controlled.\nThe function of the meter is maintenance, repair, setting-up, and testing of power transformers, both in laboratory and filed conditions by the services of ORGRES.\n\nTechnical specification\nAC current measured range(three channels)1, A, – 0.01-5.\nAC voltage measured range (twin three-channel meter)2, V, – 5-400.\nRange of measured active power (three channels)1,2, W, – 1-2000.\nMeasured frequency range, Hz, – 45-55.\nLimits of current measurement , A, – 1,0; 5,0.\nLimits of voltage measurement, V, – 100; 400.\nLimits of resistance measurement, Ohm, – 0.001-100,0.\nBasic reduced voltage measurement error at each limit, max., %, – 0.2.\nBasic reduced power measurement error at cos(/_u, i) >= 0,8%, max., %, – 0,5.\nBasic reduced current measurement error, max., %, – 0,2.\nAbsolute frequency measurement error, max., Hz, – 0,25.\nInput resistance of voltage measurement channels, min., kOhm, – 600.\nLoad voltage drop of current strength measurement channels, max., mV, – 75.\nAverage service lifetime of the device, min., years, – 8.\nMean time to failure, min., h, – 10000.\n\nThe permissible auxiliary measurement error caused by the ambient air temperature change relative from normal to limiting values in the operating temperature range does not exceed the limit of permissible basic error.\n\nThe K-540-3 meter is CE certified."
22,6,0,admin,2020-04-15 06:13:54,-,https://drive.google.com/open?id=1cRecuLxq-WsklqwZ5TzMPhSbrfn19Cf4,UIM-90 Breakdown Voltage Oil Transformer Tester,"UIM-90 (220) bdv oil tester provides breakdown voltage tests on transformer oil and other dielectric, insulating liquids.\nTest set has manual and automatic modes of withstand voltage transformer oil testing.\n\nThe model includes a bluetooth to connect to a PC for storing, processing and printing results of tests. \nUIM-90 (220) is a portable equipment\n\n\nParameters\n•\tRange of test voltage (rms value), kV:                     10-90        \n•\tRelative voltage measurement error, %                        3\n•\tVolume of measuring cell, cm3,                              400                  \n•\tSupply voltage                                    220V +/- 22V; 50 (60) Hz\n•\tCurrent and voltage measurement error, %             3 (of full reading)\n•\tPower consumption, VA                                        500\n•\tContinuous work, hours, max                                   8\n•\tNet weight, kg                                               30\n•\tDimensions, mm                                          520x335x320"
28,7,1,admin,2020-04-15 10:18:27,https://www.youtube.com/watch?v=dQZeDflvDDY,https://drive.google.com/open?id=1xKinhY6IpZinhRK2wC3JE5nR8f8ynzcm,Hardrock 20 kV Insulating Shoes,"Hard Rock Dielectric is the specific shoe for people who work with electrical cables and are more exposed to a danger of electrocution.\nThis is possible thanks to the rubber compound of the shoe which assures a complete protection from the discharges from the ground.\nThanks to these specific materials we obtained 3 important sector certifications: canadian (C.S.A. Z195-14), and american (ASTM 2413-11) for the electrical resistance to 20.000V for 1 minute; the European one for the electrical resistance more than 1000MΩ."
29,7,0,admin,2020-04-15 10:21:14,https://www.youtube.com/watch?v=mmKO-7gFgZA,https://drive.google.com/open?id=1d25V7fFDv11IMkszF26JgpNZ5B6rfYVX,Safety Shoes,"ANTI-TORSION STABILIZING INSERT\nFor people working outside, uneven surface is a constant danger not to be underestimated. The slightest\ncarelessness can cause painful traumas or falls. For this reason, for some specific items we developed a special\nanti torsion shank to give the best stability to the shoe on every ground. However for us stability should not be\nrigidity. Consequently we decided to use a specific thermoplastic material to assure the natural foot movement\nat every step. Particularly suitable for the building sector, where the risks caused by uneven and wet grounds are\nhigher, this anti torsion technology is also suitable for people working on ladders (painters, windows’ cleaning,\nbricklayers) by increasing stability in the central zone of the plant, the mostly standed area on the ladder. This insert\nlimits the heel stress and helps plant arch and ankle.\nCLICK Open system\nA correct shoe lacing is a very important aspect improving comfort, thanks to a better fit, and increasing safety,\nthanks to the impossible unfastening with consequent falling risk. The Click Open system, thanks to the inox steel\nyarn covering all the instep of the shoe and to the memory mechanism, guarantees a safe and uniform lacing, avoiding that the foot rubs with the upper. This technology is particularly suggested for people working with gloves. In\nfact, by using the simple knob, this lacing system allows to quickly wear and remove the shoe, simply rotating one\nof the two directions.\nIt is a light stretch heat regulating membrane which blocks wind and water and maintains unaltered\nthe microclimate between the skin and the fabric. It is a vanguard product due to its light weight and in particular of its elasticity. During working time, also in winter, the foot temperature tends to increase together with heat production. In order to contain the temperature, the heat is dispersed through perspiration. The perspiring level of Windtex®, together with windproof property, keep the microclimate of the footwear. Besides, the membrane utilizes the innovative Aegis® antimicrobial technology, an antimicrobial treatment that detaches and breaks the cell membrane of microorganisms by inhibiting the life processes of bacteria. It is a patented method that works through a physical and ion phenomenon. The antibacterial treatment is permanent and protects against unpleasant odors, bacteria, fungi and other microorganisms through an antimicrobial barrier.\n\nWINTHERM® SAFETY guarantees the insulation from cold using two technologies combined together.\nINSULATION:\nthe thin fibres of the felt keep the air inside the shoe guaranteeing the insulation from cold environment thanks\nto the physical properties of the string, which is a poor conductor of heat but a very good insulating material.\nREFLECTANCE: the presence of a microfilm of aluminium inside the felt enables to maintain its reflective\nproperties: the heat generated by the foot is preserved inside the shoe. The union of these two technologies enables to obtain a very high level of thermic insulation with a low thickness of the felt and a subsequent reduction of the bulk inside the shoe.\nWintherm® antibacterial guarantees a very good transpiration and meets fully the requirements of permeability and water vapor coefficient foreseen by the regulation UNI EN ISO 20345\n\nMicrowash is an extremely perspiring material, suitable for alimentary and hospitals’ sectors, studied to assure the maximum comfort to people who, during a lot of hours, wear the shoe on a very wet surface. The finishing of the material with perspiring polyurethanes, giving the aspect of the full grain leather, guarantees the complete foot perspiration and the complete resistance to acids, like the oleic acid. About weight, microfiber is 40% lighter than the natural leather. This material is washable at 40° with\nwater and neutral soap. Please pay attention: the shoe can’t be washed in the washing machine. The fabric, with its microfiber base, is Chrome free.\n\nAirnet® is a patented technology suitable for people who want to have the maximum perspiration on the working place, without giving up the safety of a strong and abrasion resistant shoe. This technology, thanks to its construction air tunnel, facilitates the air passage and the material, 100% polyester guarantees a perfect resistance to abrasion, to traction, to tearing and to washing. Airnet® is a certified technology. It passes the tests as per the norm EN ISO 20345:2011 5.5.2 (6.12) for the abrasion resistance: > 51.200 cycles dry and > 25.600 cycles wet.\n\nIdrotech® is a registered brand concerning a leather treatment with the aim to optimize the water resistance and the foot perspiring. In this way it assures the maximum comfort in every season and the maximum protection from the external agents. Furthermore, this particular tanning method, thanks to the used mineral salts, gives an excellent softness and a complete mechanical resistance to oils and to hydrocarbons.\nThe IDROTECH® leather is certified according to the norms ISO 4045, ISO 17075 and ISO 5403.\n\nThe Zero Abrasion technology is the ideal solution for people who need more protection against wear and abrasion.\nThe anti-scratch leather, finished with a polyurethane multi-layer, assures a complete protection of the upper from cuts and abrasions that continuously damage and wear the shoe. It is the reply for people who, also after several months from the first usage, want to wear perfect and highly performing shoes. At the same time, this leather contains a technology that guarantees a high water and oil resistance level.\n\nDGUV112-191 (ex BGR 191)\nGerman Regulation of safety shoes concerning orthopedic shoes meeting the requirements of the norm EN ISO 20345: 2011.\nIn Europe it is spreading the use of orthopedic insoles in safety footwear providing people with foot problems more stable conditions, proper posture and a benefit to the whole body.\nMander-Malms Gmbh is a German company specialized in the production of custom orthopedic insoles suitable for Giasco footwear.\n\nSTABILITY SUPPORT\nThe Stability Support device is the technology developed by Giasco, aiming to guarantee the maximum heel support during walking.\nThis special support, if compared with the standard ones on the market, is its internal structure localizing the support only on specific heel zones, avoiding an excessive stress and guaranteeing the maximum well-being for the feet. Its action helps a correct walking and a better weight discharge on the whole feet with advantages for the body, particularly for the back and for the joints. Finally this support allows a better foot fitting, by decreasing the internal rubbing of the heel with the upper and consequently decreasing the usury of the shoe."
30,8,1,admin,2020-04-15 10:22:16,-,https://drive.google.com/open?id=1zGRD-qeHSn6ZG-xX0AWTqQZlHhfRkeQT,TDS-08-PBH05 Full Body Harness,"PRODUCT FEATURES\n•\t AnchorageRear D attachment point (excluding ‘A’ models)\nSternum and Ventral attachment points for abseil\nWaist Belt for work positioning\n•\t FittingsCarbon Steel, Black Powder Coated\nClick Lock Buckles and Cam buckles on RD\nSquare links on standard (Non RD)\n•\t WebbingPolyester Webbing, Water Repellent & UV Resistant\n•\t PaddingShoulder Yoke - Thermo Formed Airtex\nBelt and Leg Pads\n•\t User Weight150kg Maximum [Including tools and equipment]\n\n\n\nSTANDARDS\n•\t EN 361, EN 358, EN 813\n•\t ANSI Z359.11:2014"
31,8,0,admin,2020-04-15 10:24:14,-,https://drive.google.com/open?id=19RmoueHoKngFiQ_OIVkgpL5_neLMug-z,TDS-38-RAL-IS4 Lanyard,SPECIFICATIONS\n•\t Rope strength22kN - minimum breaking load\n•\t Maximum Length2 metres\n•\t Maximum Arresting Force= 6.0kN\n•\t Average Arresting Force= 4.5kN\n•\t User Weight100kg maximum (150kg rated variants also available)\n\nSTANDARDS\n•\t EN 354 & EN 355\n\nPRINCIPAL MATERIALS\n•\t Shock Absorber PouchPolyamide tear webbing with a polyester webbing backup\n•\t Connector8mm Oval Rapide Link\n•\t Connecting RingAluminium\n•\t Choke RingAluminium\n•\t Rope11mm Kernmantle EN-1891 Type A
32,8,0,admin,2020-04-15 10:25:31,-,https://drive.google.com/open?id=1ly0aoFrsOxltvD9f1dVGCvs0OvPSQban,TDS-88-Rope-Rat-IS6 Work Positioning Lanyard,"SPECIFICATIONS\n•\t User Length2.0 Metres\n•\t Max User Weight136kg Including tools and equipment\n\nSTANDARDS\n•\t EN 358:2000\n\nPRINCIPAL MATERIALS\n•\t Rope-RatAluminium\n•\t Trigger and Grab AssemblyAluminium\n•\t Connectors (See separate data sheets)Aluminium, Steel or Stainless Steel\n•\t Rope11mm Kernmantle - Static - (Nylon) EN 1891 TYPE A"
33,8,0,admin,2020-04-15 10:26:33,-,https://drive.google.com/open?id=112CH2IeiFI0h6ipKBnkYFe_ePvRkTo5V,TDS-94-PPEH-09 Steel Twistlock Scaf Hook,PRODUCT FEATURES\n•\t Minimum Breaking Load23kN\n•\t Gate Strength16kN\n•\t Twist Lock\n•\t Gate Opening Size51mm\n•\t Captive Pin\n\nPRINCIPAL FEATURES\n•\t Yellow Zinc Heat Treated Alloy Steel\n•\t EN 362:2004\n•\t ANSI Z359.1-07\n•\t ANSI Z359.12-09
34,8,0,admin,2020-04-15 10:29:39,-,https://drive.google.com/open?id=18q3O5F4xS1k4MvCvXB4wsCUDh1e4Nz5E,TDS-95-PPEH-50 Alloy Twistlock Scaff Hook,PRODUCT FEATURES\n•\t Minimum Breaking Load23kN\n•\t Gate Strength16kN\n•\t Twist Lock\n•\t Gate Opening Size50mm\n•\t Captive Pin\n\nPRINCIPAL FEATURES\n•\t Anodised Aluminium Alloy - SAE 7075\n\nSTANDARDS\n•\t EN 362:2004\n•\t ANSI Z359.12-09
35,8,0,admin,2020-04-15 10:31:27,-,https://drive.google.com/open?id=1S0oYnYXxIQPvwkSflyizeyyG_xSwtrQ5,TDS-191_PPEH-04A 11 mm Carabinner Opening 17 mm,product features\nart No. Description Weight\n•\tOval High Tensile Steel Karabiners\n•\tMinimum Breaking Load - 25kN\n•\tGate Opening 17mm\n•\tScrew Lock Manual Locking\n\nPrincipal material\n•\tSilver Zinc Plated High Tensile Steel\n\nstandards\n•\tEN 362:2002
36,8,0,admin,2020-04-15 10:32:50,-,https://drive.google.com/open?id=1jZyoeqUrDHVGNe6bRKGEP9UZ8-aNDrWD,TDS-198-PPEH-04-IS4 11 mm Carabinner Opening 19 mm,product features\nPart No. Description Weight\n•\tMinimum Breaking Strength: 41kN\n•\tGate Strength: 16kN\n•\tTriple Lock\n•\tOptional Captive Pin\n•\t19mm Gate Opening\n\nprincipal materials\n•\tYellow Zinc Plated High Tensile Steel\n\nstandards\n•\tEN 362:2004/B\n•\tANSI Z359.12\n•\tCSA Z259.12
37,8,0,admin,2020-04-15 10:34:14,-,https://drive.google.com/open?id=1H9UAjUWdJ4P5DzzjZh_Lz57DScd5UA3V,TDS-200-PPEH-76 11 mm Carabinner opening 24 mm,Product features\n•\tMinimum Breaking Strength: 24kN\n•\tTriple Lock\n•\tOptional Captive Pin\n•\tAnodised Finish\n\nPrincipal materials\n•\tAluminium Alloy\n\nStandards\n•\tEN 362
38,8,0,admin,2020-04-15 10:35:43,-,https://drive.google.com/open?id=1ue1FpSrRw-EW-wMKhFiipuE0mAfJZRG4,TDS-240 Tool Bag-Lifting Bag,PRODUCT FEATURES\n•\t50kg lifting capacity\n•\tDurable PVC construction\n•\tSolid base with drainage\n•\tOptional clip lock lid\n•\tLarge ‘D’ ring lifting connection point\n•\tFolds flat for easy storage\n•\tFabric loop located at the bottom of the\n•\tlifting bag for rope end connection\n\nDIMENSIONS\n•\t50cm(H)x40cm(circ)\n\nPRINCIPAL MATERIALS\n•\tPVC\n•\tPolyester\n•\tAluminium
39,21,0,admin,2020-04-15 10:37:28,-,https://drive.google.com/open?id=1_-rRdOWKgVCg42g2IyIHkxo1hV9DkCxk,3283 Clamp On Leak Hi Tester,"Hioki clamp meters are best-in-class measuring devices incorporating Hioki’s expertise in current sensing technology. The Hioki 3283 series are leakage current handheld clamp meters with a 10mA to 200A range and 10 μA resolution. Model 3283 has output capabilities for advanced monitoring on recording equipment, and Model 3283-20 complies with EN 61010-2-032:2012 Type A standards to measure uninsulated hazardous live conductors such as busbars.\n\nCAT III 300 V: 3283-20 \n\nKey Features \n•\tMeasure leak current using highly sensitive 10μA resolution (at 10.00 mA range) \n•\tIndicate 50/60 Hz leak current components with the filtering function \n•\tMonitor leak current conditions in combination with a Memory HiCorder (monitor output, Model 3283 only) \n•\t3283-20: EN 61010-2-032:2012 Type A to measure uninsulated hazardous live conductors such as busbars"
40,21,1,admin,2020-04-15 10:38:19,-,https://drive.google.com/open?id=1AwHfHByqHLpxz_ufh5GyRpxZjQGTbnF2,CM3286-01 AC Clamp Power Meter,"Hioki clamp meters are best in class handheld current and voltage meters for safely and accurately measuring power lines. The CM3286-01 clamp on power meter can measure voltage, current, power, power factor, phase angle, reactive power or frequency, as well as detect phase sequence on live lines at any desired point of a single-phase circuit or three-phase circuit.\n\nCAT IV 600V, CAT III 1000V \n\nKey Features \n•\tDisplay four parameters simultaneously\n•\tA handheld power meter that measures from 5 W of power and 60 mA of current Measure power ranging from 5 W at a low current of 60 mA to 360 kW\n•\tIn addition to current, voltage, and power, measure simple integral power consumption and phase sequence\n•\tFeatures and functions deliver fast and efficient testing\n•\tHold measured values to send them to a smartphone, quick and easy data recording"
41,21,0,admin,2020-04-15 10:39:03,-,https://drive.google.com/open?id=1VGhWDU3Mn_4ApaEmqNpCNoDPPfyUkHpl,FT6380E10 Clamp On Earth Tester,"The FT6380 measures grounding resistance simply by clamping to multiple-grounded ground wires. No auxiliary grounding rod is needed, and there is no need to disconnect the ground wire from the grounding rod. The compact, low-profile sensor can be used to clamp ground wires with ease, and also provide AC current measurement functionality and can measure currents ranging from leakage current on the order of several mA to load currents of up to 60 A.\n\nCAT IV 600V\n\nKey Features \n•\tEarth resistance measurement for multi-grounded systems\n•\tMeasure leak current with absolute certainty with highly sensitive 0.01 mA resolution (at 20.00 mA range)\n•\tMeasure load current up to 60.0 A range\n•\tClamp at the narrowest point"
