id,isi,link,judul,images,tanggal
46,"Dalam rangka meningkatkan solidaritas dan kekompakan antarsiswa,  SMA Negeri 1 Seririt melaksanakan kegiatan outbond yang dipusatkan di lapangan sekolah pada Rabu (5/6) pagi tadi. Kegiatan diisi dengan berbagai perlombaan seperti lomba magoak-goakan, lomba estafet gelas, lomba memindahkan tictac, lomba makan kerupuk,  dan lomba estafet karet.\r\n\r\nSebelum kegiatan dimulai, siswa seperti biasa mengikuti apel pagi  untuk menerima pengarahan terkait kegiatan yang akan diikuti, baik yang lomba antarkelas maupun antarangkatan. Selanjutnya, warga sekolah juga diajak  melaksanakan TM  (transcendental meditation) secara bersama-sama. Hal ini merupakan program sekolah yang dilaksanakan secara rutin.  \r\n\r\nSelama kurang lebih dua jam berlangsung kegiatan outbond terpantau berlangsung dengan meriah dan menyenangkan. Masing-masing perwakilan dengan semangat mengikuti seluruh rangkaian lomba. Kemeriahan ini juga ditambah dengan keseruan para suporter dari masing-masing kelas yang memberikan dukungan pada perwakilannya. \r\n\r\nKetua OSIS Nyoman Satya Wiguna yang memandu jalannya kegiatan mengatakan bahwa tujuan dilaksanakannya beberapa lomba tersebut adalah untuk memupuk rasa persaudaraan antarsiswa. Dirinya mencontohkan seperti lomba magoak- goakan yang diikuti oleh masing-masing angakatan,  tentunya satu tim terdiri atas beberapa siswa dari kelas yang berbeda beda. Oleh karena itu mereka bisa saling berkomunikasi, berkerja sama satu sama lain, menyusun strategi dengan matang, sehingga bisa memberikan hasil yang maksimal. “Lomba ini pada intinya untuk meningkatkan rasa kebersamaam dan kekompakkan dan juga bagian dari penguatan profil pelajar Pancasila” ungkap Satya. (hms/mus)",https://www.instagram.com/p/C71gReEv9WW/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"?????????? ???????? ?????? ??????, ????? ??????? ????? ???????",2320ad9888297fb1e2af5e14323bd48a.jpg,2024-06-05
47,"Dalam rangka mendukung program pemerintah khususnya tertib administrasi kependudukan, SMA Negeri 1 Seririt memfasilitasi kegiatan Perekaman KTP elektronik yang dilaksanakan oleh Dinas Kependudukan dan Catatan Sipil Kabupaten Buleleng. Kegiatan yang menyasar siswa umur 16 tahun ke atas ini dilaksanakan pada Jumat (31/5) lalu dan  Rabu (5/6) tadi.  Selama kegiatan perekaman yang berlangsung 2 kali terdata sebanyak 230 siswa telah mengikuti perekaman.  \r\n\r\nKepala SMA Negeri 1 Seririt melalui Waka Humas I Kadek Mustika mengatakan bahwa kegiatan perekaman KTP elektronik  ini memang secara periodik dilaksanakan di sekolah. Dengan didatangi langsung oleh tim perekaman dari Disdukcapil Kabupaten Buleleng tentunya akan mempermudah siswa untuk mengikuti perekaman. Selain perekaman KTP el, sekolah juga mendukung program Identitas Kependudukan Digital (IKD) yang sejalan dengan program digitalisasi saat ini.  (hms)",https://www.instagram.com/p/C71KDWuPiO8/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????????? ??? ?? ???? ????? ???? ?? ????? ?? ????,0519b8a92749c992e80783ecd8cc4e09.jpg,2024-06-05
48,"Dalam rangka mengembangkan diri siswa,  SMA Negeri 1 Seririt meluncurkan program Student Self Development (SSD). Melalui SSD siswa diharapkan secara aktif berusaha untuk meningkatkan keterampilan, pengetahuan, dan kemampuannya, demikian juga mencakup aspek pengembangan pribadi, profesional, sosial, dan emosional. \r\n\r\nAda beberapa kelas yang dibentuk seperti kelas Tabuh, Majejaitan, Karawitan, Fotografi, Podcast  dan Public Speaking, Musik, POLRI/TNI/LKBB, Kewirausahaan, Hidroponik, Pariwisata, Seni Kriya/Seni Lukis, PTN dan PTK, Bahasa Jepang, Tata Rias, Seni Tari, Olimpiade, Komputer dan DKV, Konten Kreator Sosial Media, Film Pendek, dan Esport. \r\n\r\n\r\nSelama dua hari pelaksanaan pada jeda semester yaitu tanggal 5 & 6 Juni 2024, semua kelas pengembangan diikuti dengan antusias oleh siswa. Beberapa kelas terlihat berlangsung di halaman dan sudut sekolah dengan tetap terarah dan kondusif.  \r\n\r\nKepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd ditemui di ruang kerjanya pada Kamis (6/6) tadi mengatakan program SSD ini diluncurkan dalam rangka membekali siswa dengan berbagai life skill termasuk mengembangkan minat dan bakatnya sehingga mereka siap menghadapi tantangan dalam kehidupan sehari-hari maupun ketika terjun di dunia kerja. “Ke depan program ini diharapkan bisa berjalan dengan baik di sekolah kita untuk memberikan bekal kepada siswa, dan mengawali selama dua hari ini tentu kita akan evaluasi” ungkapnya. (hms/mus)",-,"?????? ????? ?????? ???? ?????, ??????? ????????? ??????? ???",7a69c215dc4240b0c872e806878f0802.jpg,2024-06-06
49,"Guna meningkatkan disiplin dan kesiapan baris-berbaris, seluruh siswa SMA Negeri 1 Seririt mengikuti kegiatan persiapan baris-berbaris (PBB) pada Jumat (7/6) pagi tadi. Kegiatan berlangsung di Lapangan Seririt menghadirkan instruktur dari Koramil dan Polsek Seririt. Sebelum pelaksanaan PBB, kegiatan diisi dengan senam bersama guru dan siswa. \r\n\r\nBabinsa Kelurahan Seririt Serda Made Sumitra dalam arahannya mengatakan kegiatan ini sangat baik dalam melatih disiplin siswa. Selain masalah fisik, siswa juga dilatih konsentrasi dan kekompakan. Melalui kegiatan ini pihaknya juga berpesan agar siswa memiliki semangat kebangsaan, jiwa nasionalisme, serta mengamalkan  nilai-nilai Pancasila. Hal senada juga disampaikan oleh Babinkamtibmas Kelurahan Seririt Aiptu Nyoman Teguh Sudarjaya, pihaknya mengaskan agar siswa ikut menjaga ketertiban dan keamanan di masyarakat agar situasi di Kelurahan Seririt tetap kondusif. \r\n\r\nMelalui pesan-pesanya pihaknya pun berpesan kepada seluruh siswa agar menjauhi segala bentuk tindakan yang merugikan seperti narkoba, kebut-kebutan di jalan, dan kenakalan remaja lainnya yang akan merusak masa depan. Selaku pihak yang bertanggungjawab dengan kamtibmas di Kelurahan Seririt pihaknya mengimbau agar siswa SMA Negeri 1 Seririt bisa menjadi contoh dalam disiplin.\r\n\r\nKepala SMA Negeri 1 Seririt  Ngurah Putu Wiswayana, S.Pd., M.Pd yang juga hadir langsung memantau mengatakan bahwa kegiatan ini akan dilakukan secara berkala untuk melatih kedisiplinan siswa. “Melalui  PBB  sebenarnya banyak kecerdasan yang dilatih sehingga ini penting sekali untuk siswa”, ungkapnya (hms/mus)",https://www.instagram.com/p/C76666FvjGp/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"?????????? ????????, ????? ??????? ????? ??? ?? ???????? ???????",1a896d89223fe024e9999576e1510269.jpg,2024-06-07
50,"Pada hari ini Selasa 11 Juni 2024 Calon Guru Penggerak (CGP) Angkatan ke-10 SMA Negeri 1 Seririt melaksanakan Diseminasi Budaya Positif dengan melibatkan seluruh guru sebagai peserta. Kegiatan yang berlangsung pukul 09.00 WITA ini dilaksanakan di RKG dan Lab Komputer. Adapun CGP yang melakukan diseminasi yaitu Ni Wayan Muliantari, S.Pd., Ni Gede Aan Karisma, S.Pd., Kadek Parmayasa, S.Pd., dan Ni Wayan Budiari,, S.Pd\r\n\r\nDalam paparan materinya mengenai budaya positif banyak disampaikan mengenai nilai-nilai kebajikan universal, teori motivasi, hukuman dan penghargaan, restitusi, keyakinan kelas, lima posisi kontrol, serta segitiga restitusi. Pada prinsipnya, diharapkan ada perubahan paradigma dalam menumbuhkan disiplin dari pemberian hukuman menjadi sebuah konsekuensi dan bahkan restitusi sehingga ada kesadaran diri dalam berperilaku disiplin. Di samping itu, juga menyadarkan guru sebagai manajer bagi anak didik sehingga pendekatan dalam menumbuhkan disiplin bisa lebih humanis.\r\n\r\nUntuk diketahui, dalam Program Guru Penggerak SMA Negeri 1 Seririt sudah memiliki 9 orang Guru Penggerak yaitu Wayan Suarsa, S.Pd., Nengah Tirta, S.Pd, Kadek Tuti Andayani, S.Pd., Ni Komang Oktari Permata Sari, S.Pd., Ni Gusti Ayu Kade Yogi P, S.Pd., Kadek Thera Oktariyani, S.Pd.,M.Pd., Ida Kade Surya Adnyana, S.Pd., Ni Putu Sri Astuti, S.Pd., dan Komang Suardika, S.Pd. (hms)",https://www.instagram.com/p/C8GQ0ZbPZyt/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,?i???????? ?????? ??????? ????? ???? ????????? (???) ???????? ??-10,e4303d831e539a1c8754836b843263e8.jpg,2024-06-12
51,"Dalam rangka persiapan tahun ajaran baru 2024/2025, SMA Negeri 1 Seririt melaksanakan Workshop Review Kurikulum yang diikuti oleh semua guru. Kegiatan berlangsung selama tiga hari dan menghadirkan narasumber pengawas pendamping Gusti Nyoman Astika, S.Pd.,M.Pd.\r\n\r\nKepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd dalam sambutannya mengatakan bahwa kegiatan review merupakan hal yang sangat penting dengan tujuan untuk meninjau kembali apa kelebihan dan kekurangan selama ini sehingga bisa disempurnakan kemudian. Pihaknya menekankan pelibatan semua warga sekolah dalam memberikan masukan yang konstruktif sehingga kurikulum yang dihasilkan bisa lebih baik.\r\n\r\nSementara itu, narasumber Gusti Nyoman Astika, S.Pd.,M.Pd dalam paparan materinya menyinggung kembali terkait implementasi Kurikulum Merdeka mulai dari latar belakang, karakteristik, aspek pembelajaran, pelaksanaan P5, dan asesmen. Dalam mengembangkan kurikulum dirinya menekankan agar berpedoman pada aturan yang ada.\r\n\r\nKegiatan pada hari pertama berlangsung selama tiga jam diisi dengan penyampaian draf kurikulum oleh Waka Kurikulum Wayan Suarsa, S.Pd. Dalam diskusi para peserta juga aktif memberikan masukan terkait apa yang perlu ditinjau atau ditambahkan dalam kurikulum sebelumnya. (hms/mus)",https://www.instagram.com/p/C8JFZVQvHn2/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"?????? ????? ?????? ????, ??????? ?????????? ???????? ?????? ?????????",9134e6fa4b034c8500c6eed5fe455d93.jpg,2024-06-13
52,"SERIRIT - Dalam rangka menyiapkan estafet kepemimpinan pada OSIS, SMA Negeri 1 Seririt melaksanakan Latihan Dasar Kepemimpinan Siswa (LDKS) yang berlangsung selama tiga hari yaitu tanggal 10 s.d 12 Juni 2024 dan diikuti oleh 390 peserta. Kegiatan ini mengusung tema ""ADIWIDIA ING MADYA NITI ADHYAKSA."" yang bermakna menciptakan siswa/siswi Smanser yang memiliki pengetahuan tinggi demi menjadi seorang pemimpin yang berbudi luhur.\r\n\r\nKetua Panitia kegiatan I Gusti Ketut Swardika dalam laporannya mengatakan bahwa kegiatan LDKS ini bertujuan untuk memberikan penambahan wawasan kepemimpinan kepada peserta sebagai modal menjalankan organisasi di sekolah; membangun  kesadaran peserta bahwa berkomunikasi secara tepat dan cepat adalah dasar membangun kerjasama dalam organisasi; menumbuhkan rasa persaudaraan di kalangan siswa SMA Negeri 1 Seririt serta mempersiapkan siswa yang mandiri; membentuk siswa yang memiliki disiplin tinggi dalam menghadapi tantangan dimasa depan; mempersiapkan siswa yang siap fisik dan mental dalam berkiprah di setiap organisasi; menciptakan sikap kepemimpinan yang bersih dan berwibawa pada siswa dengan memberikan dasar-dasar kepemimpinan yang dibutuhkan dimasa depan; serta memilih calon pengurus OSIS dan MPK. Seluruh biaya operasional kegiatan bersumber dari BOS. \r\n\r\nKepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd ketika membuka kegiatan pada Senin (10/6) lalu mengatakan bahwa keberadaan OSIS sangat penting bagi sekolah karena sebagian besar kegiatan di sekolah berkaitan dengan kesiswaan sehingga peran OSIS sangat dibutuhkan dalam membantu atau menyukseskan kegiatan. Dalam rangka menyiapkan OSIS agar mampu melaksanakan roda organisasi dengan baik, maka diperlukan kaderisasi melalui LDKS ini.  Selama tiga hari pelaksanaan pihaknya berharap LDKS diisi dengan kegiatan yang sifatnya edukatif sesuai dengan tujuan. \r\n\r\nDikonfirmasi terpisah setelah acara pembukaan, Ketua OSIS SMA Negeri 1 Seririt masa bakti 2023/2024 Nyoman Satya Wiguna mengatakan bahwa rangkaian kegiatan yang akan dilaksanakan yaitu pembukaan, pelaksanaan, dan di hari terakhir akan diadakan kegiatan outbond yang selanjutnya dilanjutkan dengan acara penutupan. Sebelum mengakhiri kepengurusan pihaknya punya tanggung jawab dalam mengiapkan kader untuk duduk di kepengurusan selanjutnya.(hms/mus)",https://www.instagram.com/p/C8JFy_5v61h/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"?????????? ???????????? ????, ??????? ????? ???? ?????? ???? ????",83d563cb59d021e3973cfd7fd762a6d4.jpg,2024-06-13
53,"Dalam rangka mendukung misi kemanusiaan, SMA Negeri 1 Seririt melaksanakan kegiatan donor darah dengan menggandeng PMI Kabupaten Buleleng. Kegiatan diawali dengan sosialisasi mengenai pentingnya donor darah yang disampaikan oleh Ketua Perhimpunan Donor Darah Indonesia (PDDI) Kabupaten Buleleng Ketut Arka pada Kamis (13/6) pagi tadi.\r\n\r\nDalam materinya Ketut Arka menyampaikan bahwa kegiatan donor darah sangat penting sebagai langkah mendukung misi kemanusiaan di samping bermanfaat untuk kesehatan. Kesadaran untuk menyumbangkan darah diharapkan dimulai sejak dini. Lebih lanjut disampaikan bahwa syarat umur yang bisa donor yaitu minimal 17 tahun dan maksimal 60, sehat jasmani dan rohani, tidak menderita penyakit menular, tidak sedang mengonsumsi obat serta bagi wanita tidak sedang hamil, menyusui dan menstruasi.\r\n\r\nKegiatan donor darah yang berlangsung di aula ini diikuti guru, siswa, dan masyarakat Kelurahan Seririt yang berjumlah 33 orang. Selain dari PMI kegiatan juga dibantu oleh PMR Wira SMA Negeri 1 Seririt dibawah pembina Ni Komang Tria Hinduani, S.Pd. Dirinya mengatakan selama ini PMR Wira rutin mengikuti beberapa kegiatan kemanusiaan seperti bakti sosial, donor darah, dan latihan bersama.\r\n\r\nKepala SMA Negeri 1 Seririt yang diwakili oleh Waka Humas I Kadek Mustika, S.Pd.B.,M.Pd menyampaikan apresiasinya kepada PDDI Kabupaten Buleleng yang telah mengedukasi siswa terkait masalah donor darah. Dengan adanya sosialisasi, siswa yang memenuhi syarat diharapkan tidak ragu lagi untuk mendonorkan darahnya. Ke depan sekolah juga berkomitmen akan menyelenggarakan kegiatan sosialisasi dan donor darah secara periodik dengan melibatkan warga sekolah maupun masyarakat di Kelurahan Seririt.\r\n(hms/mus)",https://www.instagram.com/p/C8LPbQRSHIG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"?????? ???? ???????????, ??????? ??????? ??? ?????????? ????? ?????",9271aa8cc332f4aeaa421ccd871a2fe7.jpg,2024-06-14
54,"erkat konsistensi dalam pelaksanaan Transcendental Meditation (TM), SMA Negeri 1 Seririt berhasil meraih award sebagai pelaksana TM terbaik dan konsisten dalam acara Principals Lunch 2024 yang berlangsung di The Amora Bali Kintamani pada Selasa (18/6) tadi. Kegiatan yang mengangkat tema upaya meningkatkan skor rapor pendidikan melalui pendidikan berbasis kesadaran ini dihadiri oleh 37 perwakilan sekolah se-Bali.\r\n\r\nAda tiga narasumber yang dihadirkan dalam kegiatan ini yaitu Dr. Fred Travis selaku Ketua Departemen Maharishi Vedic Science yang menyampaikan materi EEG dan Brain Coherence, Drs. I Nyoman Darta, M.Pd selaku konsultan pendidikan Education for World Peace yang menyampaikan materi Analisis Delta Rapor Pendidikan, dan Ida kade Surya Adnyana, S.Pd selaku Waka Kesiswaan dan Ketua Tim Pencegahan dan Penanganan Kekerasan (TPPK) yang membawakan materi best practice pelaksanaan TM di SMA Negeri 1 Seririt.\r\n\r\nDalam paparan materinya Ida Kade Surya Adnyana, S.Pd menyampaikan bahwa program TM yang melibatkan semua warga sekolah sudah berjalan secara konsisten setahun belakangan. Di awal pelaksanaan diakuinya tidak lepas dari berbagai tantangan. Untuk itu pihaknya terus berupaya memberikan pemahaman akan tujuan dan prinsip TM dalam kaitannya dengan pengembangan kecerdasan emosional (EQ) sesuai dengan visi sekolah. Berkat konsistensi dan dukungan dari warga sekolah akhirnya sampai sekarang program ini bisa berjalan dan terbukti mampu meningkatkan keterampilan sosial emosional siswa.\r\n3 ming\r\nFoto profil aankarisma\r\nMenyala Jik Surya???\r\n3 ming\r\nFoto profil sman1seririt\r\nUntuk diketahui, selama ini SMA Negeri 1 Seririt melaksanakan program Pembelajaran Sosial Emosional (PESONA) yang terdiri dari beberapa kegiatan seperti TM, Tri Sandya, menonton video inspiratif, bakti sosial, sosialisasi, dan kegiatan lainnya. “Selama ini program Pesona salah satunya TM di SMA Negeri 1 Seririt kami lakukan dengan konsisten dan terbukti mampu meningkatkan kecerdasan emosional siswa” ungkapnya.\r\n\r\nSementara itu, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd ketika dikonfirmasi mengatakan bahwa apresiasi ini menjadi motivasi bagi sekolah agar bisa melaksanakan semua program dengan baik. Baginya semua program yang dirancang dipastikan harus sesuai dengan visi misi dan tujuan sekolah. Agar program dapat berjalan dengan baik maka dukungan dari semua warga sekolah sangat diperlukan. (hms/mus)",https://www.instagram.com/p/C8YUaUrvbgq/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"?????????? ?? ?????? ?????????, ??????? ???? ????? ????? ?????????? ????? ????",eae38524d526de7eaff56588399e0588.jpg,2024-06-19
55,Pendaftaran PPDB SMA Negeri 1 Seririt khususnya jalur Afirmasi dan Inklusi dimulai hari ini. Mari cek kembali persyaratan pada masing-masing jalur. Untuk informasi lebih lanjut dapat menghubungi panitia atau mengakses barcode yang tersedia. \r\nTerima kasih,https://www.instagram.com/p/C8YUnlHP7_R/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??????????? ???? ??? ?????? ? ??????? ?.?. ????/????,be36f251dff6f9c38db1ddcae9e2c704.jpg,2024-06-19
56,"SERIRIT - Dalam rangka mewujudkan generasi muda yang berbudaya, SMA Negeri 1 Seririt memanfaatkan liburan semester genap tahun pelajaran 2023/2024 dengan menyelenggarakan kegiatan Pasraman Kilat. Kegiatan berlangsung  selama dua hari yaitu tanggal 1 s.d 2 Juli 2024 dan dibuka secara resmi oleh Kepala Sekolah yang diwakili Waka Humas pada Senin (1/7) kemarin. Turut hadir staf pimpinan, panitia, dan peserta dari siswa kelas X yang beragama Hindu sebanyak 50 orang. \r\n\r\nKetua panitia kegiatan I Kadek Maharjaya, S.Pd dalam laporannya mengatakan bahwa kegiatan Pasraman Kilat dilakukan dengan tujuan untuk membina karakter serta meningkatkan keimanan dan ketakwaan anak-anak sehingga liburan siswa dapat diisi dengan hal-hal yang positif. Kegiatan ini terlaksana sesuai dengan edaran Dinas Pendidikan Kepemudaan dan Olahraga Provinsi Bali No B.10.100.3.4/1752/UPTD.BPTKK/Dikpora tertanggal 7 Juni 2024 tentang Pelaksanaan Pasraman Kilat. Selama dua hari, ada beberapa materi yang diberikan kepada siswa diantaranya tentang Etika Berbahasa Bali, Etika Berbusana Adat Bali, Budi Pekerti, Yoga, Dharmagita, dan Praktik Upakara. Adapun narasumber yang mengisi kegiatan ini yaitu berasal dari guru-guru SMA Negeri 1 Seririt. \r\n\r\nSementara itu, Kepala SMA Negeri 1 Seririt yang diwakili oleh Waka Humas I Kadek Mustika, S.Pd.B., M.Pd  dalam sambutannya mengatakan bahwa kegiatan pasraman kilat sesungguhnya sangat penting untuk membina karakter atau sikap siswa. Kegiatan ini juga sejalan dengan visi sekolah khususnya pada aspek cerdas, utamanya cerdas spiritual dan emosional. ""Kegiatan seperti ini sangat penting untuk pembinaan karakter dan jati diri anak-anak sehingga menjadi generasi muda yang berbudaya"" terangnya. \r\n\r\nLebih lanjut disampaikan untuk mewujudkan generasi muda yang berbudaya maka siswa harus dibekali dengan wawasan tentang budaya seperti penggunaan bahasa Bali, busana adat Bali, maupun perilaku yang mencerminkan jati diri orang Bali.  Sebagai orang Bali dengan identitas budaya Bali maka siswa juga diharapkan dapat melakukan praktik keagamaan seperti madharmagita, majajaitan, dan membuat sarana upakara. Semua hal tersebut diharapkan mampu diinternalisasi kemudian dipraktikkan dalam kehidupan sehari-hari. (hms/mus)",https://www.instagram.com/p/C86ZXAzvxZ7/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"????? ???????? ?????, ??????? ?????? ????? ?????? ?????? ?????? ??? ??????? ?????????",00dd0fc9828e83ee152c973bda5a207c.jpg,2024-07-02
58,"Sesuai dengan Petunjuk Teknis Pelaksanaan PPDB Provinsi Bali Tahun 2024, pengumuman Calon Peserta Didik Baru yang dinyatakan diterima dilaksanakan pada hari ini Sabtu 6 Juli 2024 pukul 18.00 Wita secara online melalui laman PPDB Provinsi Bali dengan langkah sebagai berikut.\r\n1. Buka situs web smabali.siap-ppdb.com\r\n2. Pilih jalur yang ingin dilihat hasilnya\r\n3. Pilih menu seleksi\r\n4. Pilih sekolah yang ingin dilihat hasilnya. Maka anda akan melihat perangkingan di sekolah tersebut.\r\n\r\nBagi Calon Peserta Didik Baru yang sudah dinyatakan diterima di SMA Negeri 1 Seririt agar melakukan daftar ulang secara online melalui laman PPDB dengan mengklik menu LAPOR DIRI sesuai dengan jadwal yang telah ditetapkan.\r\n\r\nTerima kasih",https://www.instagram.com/p/C9E_pzhPdzw/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????????? ????? ??????? ???? ??? ?????? ? ???????,de0f475e3dafcc881af0e020960a1a4f.jpg,2024-07-07
59,"Keluarga besar SMA Negeri 1 Seririt merayakan rahina Saraswati dengan mengadakan persembahyangan bersama di Parahyangan Sekolah pada Sabtu (13/7) pagi tadi. Hari raya Saraswati yang dipercaya sebagai turunnya ilmu pengetahuan ini dirayakan oleh segenap warga sekolah mulai dari sehari sebelumnya dengan kegiatan ngayah praktik keagamaan seperti membuat pajegan, pejati, paketis, dan canang sari. \r\n\r\nPada puncak acara pagi tadi, upacara diawali dengan melaksanakan pacaruan eka sata dilanjutkan dengan bakti  piodalan dan persembahyangan bersama. Selesai persembahyangan, upacara dilanjutkan dengan penampilan tari-tarian dari warga sekolah. Seluruh rangkaian upacara berjalan dengan lancar didukung oleh seluruh warga sekolah mulai dari persiapan sampai selesai. (hms)",https://www.instagram.com/p/C9XVGtiTDCO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??????????????? ??????? ???? ???? ?????????,216f186fe3257c7e66d61a819985a424.jpg,2024-07-13
60,"Dalam rangka mengenalkan lingkungan sekolah kepada siswa baru tahun pelajaran 2024/2025, SMA Negeri 1 Seririt melaksanakan Masa Pengenalan LIngkungan Sekolah (MPLS) selama tiga hari yaitu tanggal 15 s.d 18 Juli 2024. Kegiatan yang diikuti oleh 187 peserta didik baru ini dibuka pada Senin (15/7) kemarin yang ditandai dengan pelepasan balon dan dihadiri oleh Ketua Komite, guru, pegawai, dan seluruh siswa baru. \r\n\r\nKetua Panitia Kegiatan Ni Nengah Tirta, S.Pd dalam laporannya mengatakan bahwa kegiatan MPLS ini merupakan agenda rutin setiap awal tahun pelajaran untuk mengenalkan lingkungan sekolah kepada peserta didik yang baru. Pengenalan yang dimaksud mencakup pengenalan lingkungan secara fisik, biologis, maupun sosial  sekolah. Pada kegiatan tahun ini mengambil tema “Melalui Kegiatan MPLS Kita Tingkatakan Budaya Positif dengan Mencegah dan Menanggulangi Kekerasan di Sekolah”. Sekolah berkomitmen mendukung kebijakan pemerintah menyelenggarakan MPLS yang menyenangkan melalui aktivitas kreatif. \r\n\r\nKetua Komite  Made Yasa Sumendra, S.Pd., M.Pd dalam sambutannya mengatakan bahwa pihaknya selaku perwakilan orang tua menitip siswa baru untuk selanjutnya dididik dan dibina di sekolah selama tiga tahun ke depan. Pada kesempatan ini pihaknya berpesan kepada seluruh siswa agar tidak menyia-nyiakan kesempatan karena sudah diterima di SMA Negeri 1 Seririt. Seluruh siswa diharapkan menjaga etika dan sopan santun serta belajar dengan baik untuk meraih cita-cita. \r\n\r\nSementara itu, Kepala SMA Negeri 1 Seririt yang diwakili oleh Waka Kesiswaan Ida Kade Surya Adnyana, S.Pd  dalam sambutannya juga menyampaikan selamat kepada seluruh siswa yang sudah berhasil menjadi keluarga besar Smanser. SMA Negeri 1 Seririt selama ini masih sangat dipercaya oleh masyarakat hal ini terbukti dengan tingginya animo masyarakat untuk menyekolahkan anaknya di SMA Negeri 1 Seririt. Untuk itu pihaknya berharap anak-anak yang sudah diterima dapat belajar dengan baik untuk meraih cita-cita. Siswa baru nantinya diharapkan dapat memahami dan melaksanakan visi sekolah yaitu “Cerdas, Kompetitif, dan Berwawasan Lingkungan”. Sekolah juga sudah menyiapkan program unggulan seperti Pelita Memikat, Pesona, dan SSD untuk mewadahi  minat bakat dan cita-cita siswa.\r\n\r\nPada hari pertama kegiatan MPLS disi dengan pemberian beberapa materi seperti pengenalan profil sekolah, peraturan akademik, kurikulum sekolah,  peraturan kenaikan kelas dan kelulusan, serta sosialisasi ekstrakurikuler  (hms/mus)",https://www.instagram.com/p/C9eSOsuSULX/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"???????? ???????? ????? ????, ??????? ?????????? ???? ?????? ????????????",d29e4f541c71c8c7879d7377b76c2476.jpg,2024-07-16
61,"Setelah berlangsung selama tiga hari, Masa Pengenalan Lingkungan Sekolah (MPLS) di SMA Negeri 1 Seririt resmi ditutup. Acara penutupan berlangsung di Aula pada Kamis (18/7) siang tadi dan dihadiri oleh Waka Kurikulum Wayan Suarsa, S.Pd., panitia, dan peserta. \r\n\r\nDalam sambutannya, Kepala SMA Negeri 1 Seririt yang diwakili oleh Waka Kurikulum Wayan Suarsa, S.Pd menyampaikan selamat kepada seluruh peserta didik baru karena sudah bisa menyelesaikan MPLS dengan baik. Peserta didik baru juga sudah resmi menjadi bagian atau warga sekolah sehingga diharapkan tetap menjaga rasa kekeluargaan melalui komunikasi yang baik. Ke depan diharapkan siswa bisa mengimplementasikan visi sekolah yaitu cerdas, kompetitif, dan berwawasan lingkungan. \r\n\r\nSelama tiga hari kegiatan, MPLS diisi dengan berbagai materi. Pada hari pertama, acara diisi dengan pengenalan profil sekolah, peraturan akademik, kurikulum sekolah, peraturan kenaikan kelas dan kelulusan serta sosialisasi ekstrakurikuler. Pada hari kedua, kegiatan diisi dengan ice breaking, penampilan ekstra, pengenalan sarana-dan prasaran sekolah, school tour, sosialisasi tata tertib sekolah, sosialisasi program unggulan sekolah, dan penampilan dance. \r\n\r\nPada hari terakhir,  kegiatan diisi dengan pengenalan jargon Smanser, Mars Smanser, Mars Profil Pelajar Pancasila, penampilan Ekstra Pramuka Sispala dan PKS, ice breaking, Rigem, dan upacara penutupan (hms/mus)",https://www.instagram.com/p/C9j1od3TCVX/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"????? ???????, ???? ???????? ?????? ???? ??? ??????",935b6b1756c6746dd2903d74e9f166c3.jpg,2024-07-18
