id,isi,link,judul,images,tanggal
14,"Tim Esport Smanser berhasil meraih prestasi  Juara Harapan 1 dalam ajang INTEGER #5 Turnamen Mobile Legend tingkat Provinsi yang diselenggarakan  Jurusan Teknologi Informatika  Fakultas Teknik dan Kejuruan Undiksha. \r\n\r\nTim Smanser yang diperkuat oleh Nyoman Satya Wiguna dkk akhirnya berhasil bersaing dengan sekolah yang lain meskipun belum bisa menjadi yang terbaik. Meskipun ini olahraga yang masih terbilang jarang dilombakan  tetapi peminat lomba ini dikalangan siswa Smanser terbilang lumayan banyak. Gede Aan Karisma, S.Pd selaku pembina mengatakan olahraga ini sebenarnya populer di kalangan siswa khususnya yang hobi dengan mobile legend.\r\n\r\nKepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd  ketika dimintai tanggapan atas raihan ini menyampaikan apresiasi dan rasa terima kasih kepada siswa maupun pembina atas prestasinya yang sudah mengharumkan nama sekolah. Pada prinsipnya sekolah selalu mendukung pengembangan diri siswa termasuk dalam esport ini (hms)",https://www.instagram.com/p/CzaQwt6Lvpm/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,??? ?????? ??????? ????? ???? ????? ????? ???????#? ??? ????????,5009f6da9f09a65f288b22ad50ed7047.jpg,2023-11-10
15,"Siswa SMA Negeri 1 Seririt kembali menorehkan prestasi dalam bidang literasi. Kali ini Tim Mading SMA Negeri 1 Seririt berhasil meraih Juara II Lomba mading jenjang pelajar SMA/SMK/MA se-Kabupaten Buleleng dalam rangka kegiatan Forkom Atraction &Festival (FRACTAL) Tahun 2023. Tim Smanser diperkuat oleh Komang Putri Raju, Ida Ayu Kade Dhamita Pitusta, dan Kadek tery Diandra Ananta. \r\n\r\nDitemui di sekolah setelah upacara bendera, perwakilan tim Kadek Tery Diandra Ananta mengaku senang dan bersyukur bisa meraih juara II. Selama persiapan dirinya bersama tim juga mendapatkan binaan dari  Putu Eka Setia Dewi, S.Pd selaku pembina ekstrakurikuler KIR di SMAN 1 Seririt. “Ya kami bersyukur bisa meraih juara, pastinya ini menjadi penyemangat untuk ke depan” ungkapnya. \r\n\r\nSementara itu, Kepala SMA Negeri 1 Seririt, Ngurah Putu Wiswayana, S.Pd.,M.Pd mengucapkan selamat kepada tim mading yang telah mampu meraih juara di tingkat kabupaten. Hal ini tentunya semakin memacu semangat gerakan literasi di sekolah. Pihaknya terus mendorong seluruh siswa untuk berkreativitas sesuai dengan minat dan bakatnya. Semangat berdiferensiasi terus digelorakan untuk memfasilitasi minat, bakat, dan cita-cita anak.",https://www.instagram.com/p/Cz3SUQxrPPS/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,??????? ???? ????? ?? ????? ?????? ????? ????? ??????? ???? ??-????????,09fa99799511624b59e0d17e26e6f521.jpg,2023-11-20
16,"Siswa SMA Negeri 1 Seririt kembali berjaya dalam ajang Kejurkab Pencak Silat Seni Tradisional Sitembak 3 Tingkat Kabupaten Buleleng tahun 2023. Pasalnya, beberapa siswa Smanser berhasil berjaya meraih juara dalam ajang ini. Tim yang dibina oleh Made Putra Arsana ini berhasil membawa beberapa piala ke sekolah. \r\n\r\nAdapun juara yang diraih yaitu Juara I Seni tunggal oleh Kadek Selli Fridayani, Juara II Seni Tunggal Putri oleh Putu Apriliani, Juara II Seni Tunggal Solo Kreatif oleh Komang Novia Suryani, Juara I Seni Tunggal IPSI Putri oleh Mutiara Hati Agripina, Juara II Seni Tunggal Putri oleh Ida Ayu Kade Manik Widyastini, Juara II Seni Ganda Putri oleh Mutiara Hati Agripina dan Kadek Selli Fridayani.\r\n\r\nDiminta tanggapan mengenai hasil yang diraih, salah satu atlet Kadek Selli Fridayani mengaku sangat senang akhirnya bisa memberikan yang terbaik untuk keluarga dan sekolah. Dirinya juga berterima kasih kepada pembina yang selama ini telah membinanya. “terima kasih kepada sekolah, keluarga, dan pembina, akhirnya saya bisa dapat juara” ungkapnya. Dirinya akan terus berlatih untuk mempersiapkan diri mengikuti ajang lainnya. \r\n\r\nSementara itu, Kepala SMA Negeri 1 Seririt, Ngurah Putu Wiswayana, S.Pd.,M.Pd mengucapkan selamat kepada tim pencak silat yang telah mampu meraih juara di tingkat kabupaten. Hal ini tentunya semakin memacu semangat para atlet lainnya di sekolah. Pihaknya terus mendorong seluruh siswa untuk berkreativitas sesuai dengan minat dan bakatnya. Semangat berdiferensiasi terus digelorakan untuk memfasilitasi minat, bakat, dan cita-cita anak.",https://www.instagram.com/p/Cz3SfcaLYib/?utm_source=ig_web_copy_link&igshid=MzRlODBiNWFlZA==,??????? ??????? ????? ????? ????????? ?????? ????? ???????? ? ????? ????,3fbc10f561a0ad4e049ad1f65041240a.jpg,2023-11-20
17,"SMA Negeri 1 Seririt kini terus mendulang prestasi dalam bidang olahraga. Salah satu siswa berprestasi di bidang olahraga kembali mengharumkan nama sekolah yaitu I Gusti Bagus Angga Prasetia.  Kali ini dirinya sukses meraih Juara 2 Ganda Remaja dan Juara 3 Single Remaja Putra dalam Kejuaraan Bulutangkis Bima Sakti Cup XI Jawa-Bali-NTB tanggal 13 s.d 17 Desember 2023. \r\n\r\nAtas prestasi yang diraih I Gusti Bagus Angga Prasetia mengatakan  sangat bersyukur bisa terus berprestasi di kejuaraan bulutangkis. Diminta kiat suksesnya, Angga Prasetia mengatakan bahwa konsistensi latihan sangat penting sehingga stamina juga tetap  terjaga. Dirinya yang dilatih oleh orang tuanya I Gusti Bagus Suarjana selama ini sudah sering meraih juara. Bahkan dirinya juga pernah diundang di RRI mengisi acara talkshow sebagai atlet berprestasi di Buleleng. \r\n\r\nKepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd  ketika dimintai tanggapan atas raihan ini menyampaikan apresiasi dan rasa terima kasih kepada siswa maupun pembina atas prestasinya yang sudah mengharumkan nama sekolah. Salah satu bukti siswa Smanser sudah mampu menunjukkan jiwa kompetitipnya (hms)",https://www.instagram.com/p/C1oXkcrrUfz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ???????? ??????? ???????? ???? ???? ????????,b9fe7bbcf815ee8477637c548b7c53f3.jpg,2024-01-03
18,"Siswa Smanser terus mendulang prestasi. Kali ini Tim Voli SMA Negeri 1 Seririt berhasil meprestasi dalam bidang olahraga. Tim yang diperkuat oleh Divayana dan Ivan Virgie berhasil meraih Juara III dalam Kejuaraan PBVSI Cup Kabupaten Buleleng pada tanggal 26 s.d 27 Desember 2023 di GOR Bhuana Patra Singaraja. \r\n\r\nDitemui di sekolah, Divayana mengatakan kejuaraan kali ini diikuti oleh 4 sekolah yaitu SMAN 1 Banjar, SMAN 2 Singaraja, SMAN 4 Singaraja, dan SMAN 1 Seririt. Dengan pengalaman bertanding yang dimiliki, akhirnya bisa meraih juara. Hal ini juga ditegaskan oleh pembina Gede Aan Karisma, S.Pd. Pihaknya mengatakan selama ini siswa lebih banyak latihan di rumah masing-masing. ""Siswa sudah beberapa kali pengalaman tanding tinggal memilih pemain  yang baik saja"", ungkap guru Bahasa Inggris ini. \r\n\r\nSementara itu, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd  ketika dimintai tanggapan atas raihan ini menyampaikan apresiasi dan rasa terima kasih kepada siswa maupun pembina atas prestasinya yang sudah mengharumkan nama sekolah. Pihaknya tetap mendorong agar siswa terus berprestasi dalam berbagai bidang (hms).",https://www.instagram.com/p/C1oX0zQriMY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??? ???? ??????? ???? ????? ??? ????? ????? ??? ????????,f48186ebbca0ad80fb70e966aa3c5627.jpg,2024-01-03
19,"Prestasi membanggakan kembali ditorehkan oleh siswa Smanser. Kali ini, siswa atas nama Desak Putu Ayu Dina Candra Dewi berhasil meraih Juara 3 Lomba Pidato Jenjang SMA/SMK/MA Tingkat Nasional. Lomba ini diselenggarakan  oleh SMA Labschool Kebayoran yang bekerjasama dengan Badan Pengembangan dan Pembinaan Bahasa, Kementerian Pendidikan Kebudayaan Riset dan Teknologi dalam rangka Bulan Bahasa 2023.  \r\n\r\nDengan mengusung tema ""Teguhkan Bahasa, Wariskan Budaya"" kegiatan ini diselenggarakan  tanggal 22 Oktober s.d. 19 November 2023 secara daring dan diikuti oleh 51 peserta SMA dari berbagai provinsi di Indonesia. Berkat usaha dan persiapan, akhirnya Desa Candra berhasil mengharumkan nama sekolah di tingkat nasional. \r\n\r\nDitemui di sekolah, Desak Candra mengatakan merasa bangga bisa meraih juara dalam kegiatan lomba pidato ini mengingat ajang ini merupakan jenis lomba yang baru pertama kali diikutinya. Belum lagi, lomba ini cukup bergengsi dan diikuti oleh banyak peserta dari seluruh Indonesia. Meskipun demikian, dirinya termasuk siswa berprestasi yang sering menjuarai lomba membaca puisi dalam berbagai lomba.  “Sebelumnya saya sama sekali belum pernah mengikuti lomba pidato. Saya juga merasa senang bisa kembali mengharumkan nama sekolah dengan meraih juara” ungkap Desak.\r\n\r\nKepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd ketika dimintai tanggapan atas raihan ini menyampaikan apresiasi dan terima kasih kepada siswa yang telah berprestasi. Setelah bulan lalu dua siswa berhasil masuk finalis di tingkat nasional kali ini siswa  Smanser akhirnya ada yang berhasil meraih juara di tingkat nasional. Pihaknya tetap mendorong agar siswa terus berprestasi dalam berbagai bidang (hms).",https://www.instagram.com/p/C11JPu0rOT4/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ?????? ???????? ??????? ????? ????? ????? ?????? ?? ??????? ????????,86a1866bad155b1665c4f1f76d2ab002.jpg,2024-01-09
20,"Tim Basket Smanser berhasil meraih Juara 1 dalam Lomba Basket 3x3 yang diadakan oleh YBL Basketball Competition CUP PERBASI di GOR Bhuana Patra Singaraja pada tanggal 2 dan 3 Desember tahun 2023. Tim Smanser diperkuat oleh  Putu Dylan Vedatama, Putu Dey Akka, Kadek Aprilo Sattya Mahendra, dan Komang Deva Cahyadi Putra\r\n\r\nDitemui di sekolah, Dylan selaku ketua tim mengatakan setelah di lomba sebelumnya timnya  hanya menjadi runner up 1 atau juara dua maka kali ini timnya meningkatkan waktu latihan dengan lebih sering latihan di lain jam extra basket. Dirinya merasa “jengah” dan tidak ingin mengulangi kesalahan yang sama pada pertandingan sebelumnya. Dengan usaha yang latihan yang maksimal  akhirnya timnya berhasil  mendapatkan juara 1.\r\n\r\nLebih lanjut, Dylan mengatakan raihan ini tidak lepas dari peran pembina Putu Agus Suar Ekkar Yasa, S.Pd yang telah membina selama ini serta mendampingi ketika lomba berlangsung. Demikian juga berkat dukungan dari keluarga dan sekolah. “Ya pasti kami bisa meraih ini berkat binaan dari guru pembina ekstra Basket serta dukungan dari keluarga dan sekolah. Terima aksih atas binaan dan dukungannya” ungkap Dylan. \r\n\r\nKepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd ketika dimintai tanggapan atas raihan ini menyampaikan apresiasi dan terima kasih kepada Tim Basket Smanser yang telah berprestasi. Raihan ini membuktikan bahwa siswa Smanser punya jiwa kompetitif dan semangat juang karena mampu memperbaiki raihan sebelumnya.  Pihaknya tetap mendorong agar siswa terus berprestasi dalam berbagai bidang (hms).",https://www.instagram.com/p/C11JYaoL8Hu/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??? ?????? ??????? ??????? ?? ????? ??? ?????????? ??????????? ??? ??????? ????????,e220faf868a21fcd874ec9449c510ddd.jpg,2024-01-09
21,"Siswa Smanser kembali menorehkan prestasi di ajang internasional. Setelah sebelumnya siswa atas nama Gina berprestasi dalam bidang olahraga Panahan yang berhasil mengharumkan nama sekolah di tingkat internasional, kali ini siswa atas nama Komang Joky Arimbawa berhasil terpilih sebagai  Duta International Culture 2023. \r\n\r\nPemilihan duta dilakukan sebelumnya dalam bentuk kompetisi pada  24 November 2023 dan perwakilan SMAN 1 Seririt Komang Jokky Arimbawa akhirnya berhasil terpilih.  Duta International Culture  nantinya  memiliki tugas atau program kerja untuk memperkenalkan kebudayaan Indonesia dan budaya daerah asal dalam bentuk presentasi tarian yang akan di laksanakan di dua negara yaitu Malaysia dan Thailand. \r\n\r\nSebelum itu, dilaksanakan kegiatan Festival Nusantara oleh KBRI dengan program PRINKRAF PESONA Indonesia EXPO  yang berlangsung di Balai Kota Surabaya pada tanggal 27 s.d 29 Januari  2024 kemarin. Kegiatan ini diikuti oleh perwakilan dari berberpa daerah yang terpilih.",https://www.instagram.com/p/C2tfe3ILSvu/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,???? ???????? ?????? ??????? ????? ???? ????????????? ??????? ????,084ddeee9d8e314dbb3835a30b437479.jpg,2024-01-30
22,"Siswa SMA Negeri 1 Seririt kembali berhasil menorehkan prestasi. Kali ini, siswa kelas X.3 atas nama Kadek Chelsea Agustin berhasil meraih Juara III dan Juara Favorit  dalam ajang Icon Model Indonesia 2024 yang berlangsung pada tanggal 7 s.d 11 Februari 2024 di 100 Sunset Hotel Kuta, Badung.\r\n\r\nDitanya mengenai pengalamannya, Chelsea mengatakan lomba tersebut merupakan lomba pertama baginya. Sebelum mengikuti lomba dirinya sudah mempersiapkan diri selama dua bulan.  Untuk lebih meyakinkan, dirinya juga belajar publik speaking di Singaraja. Akhirnya dengan perjuangannya dirinya bisa meraih juara sekaligus langsung bisa ke tingkat nasional. \r\n\r\nMengenai prestasi ini, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd mengatakan bangga dan terus mendorong para siswa agar rajin mengikuti kompetisi sesuai dengan visi sekolah yaitu cerdas, kompetitif, dan berwawasan lingkungan.",https://www.instagram.com/p/C3oXVVlvhZu/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ??????? ???? ????? ??? ????? ???? ????? ????????? ????,3294d744189f660cb63a8c1575a25bef.jpg,2024-02-21
23,"Perayaan Bulan Bahasa Bali di SMA Negeri 1 Seririt baru saja ditutup pada Kamis (22/2) kemarin. Tidak hanya sukses pelaksanaan di sekolah, kabar menggembirakan juga datang dari lomba film pendek yang diikuti oleh siswa Smanser sehubungan dengan Bukan Bahasa Bali. Tim Film Pendek Smanser berhasil meraih Juara II dalam Lomba Film Pendek tingkat SMA/SMK se-Bali yang diselenggarakan oleh STAHN Mpu Kuturan Singaraja pada tanggal 17 – 18 Februari 2024.  \r\n\r\nTim Smanser terdiri dari Kadek Tery Diandra Ananta, Agus Eka Sastrawiguna, Ketut Ardian Suaryana, Gede Widyananta Saputra, Putu Ghandy Pramanata, Kadek Ary Budiarta, Ketut Padma Tribuana, Gede Valentino Adi Nugraha, Shaira Rise Fitriani, I Gusti Ayu Ditha Tri Maharani, Komang Meisya Trianawati, Ketut Agus Surya Pratama, Dayu Arnadia Paramita, Putu Tiara Pradnyani. Koordinator tim Kadek Tery Diandra Ananta saat ditemui di sekolah mengaku bersyukur bisa meraih juara. Meski awalnya ragu namun karena dorongan dari pembina akhirnya bisa ikut dan berhasil meraih juara. \r\n\r\nSelaku pembina, I Kadek Mustika, S.Pd.B., M.Pd mengatakan bahwa siswa Smanser sebenarnya banyak yang berbakat dalam bidang teater atau perfilman. Hanya saja, terkait dengan film berbahasa Bali dirinya tetap melakukan pendampingan baik dari aspek bahasa maupun ide ceritanya tanpa membatasi kreativitas siswa. Mewakili kepala sekolah, dirinya juga mengapresiasi capaian siswa dan tetap mendorong seluruh siswa untuk bisa berprestasi sesuai dengan bakat atau bidangnya masing-masing (hms)",https://www.instagram.com/p/C3t2hBcLEvj/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??????? ???????? ???? ????? ?? ????? ???? ?????? ??????? ???/??? ??-????,79c1094bb13c562b51068f8732cb8298.jpg,2024-02-24
24,"Siswa SMA Negeri 1 Seririt kembali berhasil menorehkan prestasi di kancah nasional. Siswa kelas X atas nama Mutiara Hati Agripina berhasil meraih Juara 1 Seni Tunggal Senjata Putri pada Kejuaraan Pencak Silat “Balambangan Championship 5” yang diselenggarakan pada tanggal 1-2 Maret 2024 di Aula Muhammad Cheng Hoo Banyuwangi. \r\n\r\nDitemui di sekolah, Mutiara Hati Agripina mengatakan dirinya bersyukur bisa meraih juara. Hal ini didapat diakuinya  tidak lepas karena persiapan yang selama ini dilakukan. Meski bukan yang pertama ikut di kejuaraan ini namun dirinya tetap mempersiapkan dengan baik. Ke depan dirinya berharap bisa terus berprestasi membawa nama sekolah. Hal yang sama juga ditegaskan oleh pembina Made Putra Arsana. Sebelum mengikuti kejuaraan selama ini siswa rutin mengikuti pembinaan baik fisik maupun mental. \r\n\r\nSementara itu, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd menyampaikan apresiasi dan terima kasih kepada siswa dan pembina karena sudah berhasil mengharumkan nama sekolah. Pihaknya berharap ke depan agar semua siswa bisa terus berprestasi sesuai dengan minat dan bakatnya. Peran sekolah selama ini tetap memberikan dukungan agar siswa bisa mengembangkan minat dan bakatnya dengan baik. (hms)",https://www.instagram.com/p/C4ozzO_PGh-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"????? ??????? ???? ????? ? ????? ????????? ?????? ????? ""?????????? ???????????? ?""",4b0f7a430133ac3395b451b79d8193e6.jpg,2024-03-16
25,"Siswa SMA Negeri 1 Seririt kembali berhasil menorehkan prestasi di bidang olahraga. Kali ini prestasi datang dari Kejuaraan Pencak Silat Antar Pelajar Se-Kabupaten Buleleng yang berlangsung tanggal 23 s.d 27 Maret 2024 di GOR Bhuana Patra Singaraja.  Siswa kelas X atas nama Ni Nyoman Divya Savitri berhasil meraih juara 1 kelas tanding B/pi (putri). Siswa lain, Putu Meta Arlina juga berhasil meraih Juara 1 di kelas tanding F/pi (putri). \r\n\r\nDitemui di sekolah, Putu Meta Arlina dan Ni Nyoman Divya Savitri mengatakan sangat senang bisa meraih juara 1. Meta Arlina mengakui selama ini  dirinya menekuni olahraga bela diri sejak kelas 3 SD dan sudah mengikuti beberapa kali kejuaraan baik di Bali maupun luar Bali.  Dirinya mengaku selama persiapan untuk Porjar kali ini banyak mendapatkan pembinaan dari pelatih. \r\n\r\n “Saya sangat senang dan bangga bisa meraih juara dalam ajang Porjar ini. Persiapannya lumayan ekstra dengan latihan rutin. Selama ini dilatih oleh Bapak Dewa Made Susastra” ungkap Meta.  \r\n\r\nSementara itu, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd mengatakan pihaknya menyampaikan rasa syukur dan apresiasinya kepada siswa dan juga pembina yang telah mampu mengharumkan nama sekolah dalam ajang Porjar kali ini. Pihaknya berharap, kedua siswa Smanser tersebut mampu membawa nama Buleleng bersaing di tingkat provinsi. (hms/mus)",https://www.instagram.com/p/C5PQCMfSn2x/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ??????? ???? ????? ? ????? ????????? ?????? ????? ????? ??????? ??-????????? ????????,49ba98e853163376b691a97e7159cf89.jpg,2024-04-01
26,"SMA Negeri 1 Seririt kini terus mendulang prestasi dalam bidang olahraga. Setelah Pencak Silat, kali ini dua siswa Smanser kembali meraih prestasi  dalam Kejuaraan Bulutangkis Bara Cup 2024.  Untuk kategori tunggal putra,  I Gusti Bagus Angga Prasetia berhasil meraih juara 2 dan Putu Bagus Dananjaya Utama berhasil meraih Juara 3. Untuk kategori ganda putra, keduanya pun berhasil meraih Juara 2. \r\n\r\nAtas prestasi yang diraih I Gusti Bagus Angga Prasetia mengatakan  sangat bersyukur bisa terus berprestasi di kejuaraan bulutangkis. Angga Prasetia mengatakan bahwa konsistensi latihan sangat menentukan dalam raihan ini. Dirinya yang dilatih langsung oleh orang tuanya I Gusti Bagus Suarjana selama ini sudah sering meraih juara dalam berbagai ajang lomba. \r\n\r\nHal senada juga disampaikan oleh Putu Bagus Dananjaya Utama. Dirinya menyampaikan, raihan ini dicapai melalui latihan yang ekstra. “Saya senang bisa meraih juara ini apalagi di penghujung saya di sekolah, semoga Smanser terus bisa berprestasi”, ungkap Dananjaya. \r\n\r\nKepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd  ketika dimintai tanggapan atas raihan ini menyampaikan apresiasi dan rasa terima kasih kepada siswa maupun pembina atas prestasinya yang sudah mengharumkan nama sekolah. Dengan prestasi yang terus diraih menjadi bukti bahwa siswa Smanser sudah mampu menunjukkan jiwa kompetitifnya. (hms/mus)",https://www.instagram.com/p/C5P67f8rhjL/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??? ????? ??????? ??????? ???? ????? ????? ????????? ??????????? ???? ??? ????,6b80351bdc66480bcbb439194f02b326.jpg,2024-04-02
27,"Kepada: \r\n\r\nDesak Putu Ayu Dina Candradewi \r\n\r\nAtas prestasinya berhasil lolos seleksi Festival Seni Siswa Nasional (FLS2N) Tingkat Kabupaten Buleleng pada bidang Baca Puisi sekaligus mewakili Buleleng pada ajang yang sama di tingkat provinsi. \r\n\r\nSelamat berjuang, semoga bisa mengharumkan nama sekolah dan kabupaten di tingkat provinsi.",https://www.instagram.com/p/C6IHuvRvJqk/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??????? & ??????,3c0ccd9642f2c3dd8e898a748b59d45b.jpg,2024-04-23
28,"Siswa SMA Negeri 1 Seririt kembali berjaya dalam Kejuaraan Pencak Silat Sitembak Open Tournament Jawa-Bali-Lombok Sitembak Cup ke-14 dan perebutan Piala Bergilir Bupati Buleleng ke-XI Tingkat Nasional yang digelar di Pedepokan Sitembak Buleleng Pusat Bubunan pada tanggal 17 s.d 20 April 2024. Tim Smanser berhasil meraih 6 emas, 2 perak, dan 2 perunggu. \r\n\r\nUntuk emas diraih oleh Komang Prasmana di kelas E Putra, Kadek Selli Fridayani di kelas A  Putri, I Gusti Ketut Swardika di kelas C Putra, Made Angga Ofta Pariwidana di kelas G Putra, dan Mutiara Hati Agripina di kelas Seni Tunggal Putri dan Seni Solo Kreatif. Untuk perak diraih oleh Putu Apriliani di kelas A Putri dan Seni Solo Kreatif Putri. Untuk Perunggu diraih oleh Kadek Arya Widyanata Putra di kelas C Putra dan Komang Novia Suariani di kelas Seni Solo Kreatif. \r\n\r\nSalah satu siswa Gusti Ketut Swardika ketika dimita tanggapannya mengaku sangat senang bisa menyumbangkan emas untuk sekolah. Dengan modal kerja keras dan disiplin berhasil mengantarkan dirinya dan tim meraih prestasi. Hal ini juga ditegaskan oleh pembina Made Putra Arsana. Dirinya selama ini menerapkan disiplin yang tinggi ketika membina.  \r\n\r\nRaihan ini disambut bahagia oleh Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd Pihaknya menegaskan hal ini sebagai bukti bahwa siswa Smanser sudah memiliki jiwa kompetitif. Pihaknya berharap semua siswa dapat mengembangkan potensi berupa minat dan bakatnya dengan baik. Sekolah selama ini selalu berusaha memfasilitasi siswa untuk mengembangkan diri. (hms)",https://www.instagram.com/p/C6ODur4Lbbg/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??????? ??????? ????? ????? ????????? ?????? ????? ???????? ??? ??-?? ??? ????????? ????? ???????? ?,39c4802e2572fda22c37d5e01a6983e5.jpg,2024-04-24
29,"??????? & ??????\r\nKepada:\r\nKomang Rifa Cahya Wibawa\r\n\r\nAtas prestasinya sebagai Semifinalis Gema Lomba Matematika (GLM) se-Indonesia yang diselenggarakan oleh Jurusan Matematika Universitas Pendidikan Ganesha pada tanggal 20 April 2024. \r\nTerima kasih dan penghargaan yang tinggi juga disampaikan kepada pembina Putu Garly Arya Riantara, S.Pd yang telah membina dengan baik sehingga siswa mampu bersaing di tingkat nasional. ",https://www.instagram.com/p/C6OD0hTLtvv/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??????? & ?????? Kepada: Komang Rifa Cahya Wibawa,4c98d2307ffb928f8dd5e0bef3edaef3.jpg,2024-04-24
30,"Siswa SMA Negeri 1 Seririt Ni Made Sri Ayu Gandhaki  berhasil meraih prestasi sebagai Runner Up I dalam Pemilihan Duta GenRe Kabupaten Buleleng 2024. Kegiatan ini diselenggarakan oleh Forum GenRe Buleleng dibawah naungan Dinas Pengendalian Penduduk, Keluarga Berencana, Pemberdayaan Perempuan dan Perlindungan Anak (DP2KBP3A) Kabupaten Buleleng. \r\n\r\nGandhaki mengatakan untuk pemilihan di Kabupaten kegiatannya dilaksanakan dari bulan Januari.  Pada tahap awal dirinya dituntut harus membuat video profil dan memenuhi syarat administrasi lainnya. Setelah berhasil lolos dalam 10 besar,  dirinya  pun lanjut mengikuti  tes tulis dan video challenge. Dalam babak 5 besar dirinya mengikuti tes program kerja, tes wawancara dan karantina hingga akhirnya Grand Final di tanggal 24 Februari 2024 bertempat di Gedung Laksmi Graha Singaraja. \r\n\r\n“Saya bersyukur dengan usaha yang sungguh-sungguh, serta diiringi banyak doa dan dukungan dari keluarga dan teman-teman, akhirnya saya dipercaya untuk mendapat predikat Runner Up 1 Duta GenRe Kab. Buleleng Putri 2024” ungkap Gandhaki. \r\n\r\nMewakili Buleleng di tingkat Provinsi, dirinya yang juga menjadi pengurus dari Pusat Informasi Konseling Remaja (PIK-R) SMA Negeri 1 Seririt akhirnya baru-baru ini  berhasil  lolos menjadi finalis 10 besar di Provinsi Bali. \r\n\r\n“Harapannya semoga saya bisa memberikan  dampak dan menginspirasi rekan-rekan remaja di sekitar untuk turut menjadi remaja yang berencana. Tidak lupa juga, saya ucapkan terimakasih banyak kepada semua pihak yang selalu memberikan doa, dukungan, dan bantuan hingga saya bisa berada di titik ini” ungkapnya. (hms/mus)",https://www.instagram.com/p/C7mGEkBPpJ3/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,?? ???? ??? ??? ???????? ???? ?????? ?? ? ???? ????? ????????? ????????,9d493280538266772d6ba05190dc7a9b.jpg,2024-05-30
31,"Siswa SMA Negeri 1 Seririt kembali berhasil menorehkan prestasi dalam bidang olahraga. Kali ini siswa kelas X atas nama Made Alyn Juniarti berhasil meraih Juara III dalam ajang Olimpiade Olahraga Siswa Nasional (O2SN) tingkat provinsi yang berlangsung pada tanggal 28 Mei 2024 di Denpasar. \r\n\r\nDitemui di sekolah, Alyn Juaniarti yang memiliki cita-cita menjadi seorang Polwan ini mengatakan bahwa dirinya sejak SD sudah menekuni olahraga bulutangkis. Selama ini dirinya sudah pernah menyabet beberapa kejuaraan seperti juara III dalam ajang Porprov dan Porjar. \r\n\r\n“Selama ini saya latihan biasanya di Seririt atau kadang  di Singaraja. Saya  berharap semoga ke depan dapat memberikan yang terbaik atau bisa meraih juara I dalam ajang yang sama atau dalam kejuaraan lain” ungkap Alyn.  \r\n\r\nKepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd.,M.Pd menyambut baik raihan dari ajang O2SN ini. Hal ini menunjukkan siswa Smanser sudah memiliki jiwa kompetitif, mampu bersaing dengan siswa yang lain. Lembaga terus mendorong agar siswa mampu mengembangkan minat bakat dan cita-citanya melalui program-program yang ada di sekolah. (hms/mus)",https://www.instagram.com/p/C7o11JcveHj/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,???? ???? ???????? ???????? ???? ????? ??? ????? ????? ???? ??????? ????????,d06a665a8ef4527b9f184016fd35d849.jpg,2024-05-31
